periodo:,enero-mayo,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,unnamed:_15,unnamed:_16,unnamed:_17,unnamed:_18,unnamed:_19,unnamed:_20,unnamed:_21,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,unnamed:_26
01-01-02,CAMARA DE REPRESENTANTES,A-03-04-02-012,A,03,04,02,012,,,,,Nación,10,CSF,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),55000000,0,0,55000000,0,46153960,8846040,46153960,21157645,21157645,21157645
01-01-02,CAMARA DE REPRESENTANTES,A-08-01,A,08,01,,,,,,,Nación,10,CSF,IMPUESTOS,140000000,0,0,140000000,0,3573600,136426400,3573600,3573600,3573600,3573600
01-01-02,CAMARA DE REPRESENTANTES,A-08-03,A,08,03,,,,,,,Nación,10,CSF,TASAS Y DERECHOS ADMINISTRATIVOS,18000000,0,0,18000000,0,0,18000000,0,0,0,0
01-01-02,CAMARA DE REPRESENTANTES,A-08-04-01,A,08,04,01,,,,,,Nación,11,SSF,CUOTA DE FISCALIZACIÓN Y AUDITAJE,1239000000,0,0,1239000000,0,0,1239000000,0,0,0,0
01-01-02,CAMARA DE REPRESENTANTES,A-08-05,A,08,05,,,,,,,Nación,10,CSF,"MULTAS, SANCIONES E INTERESES DE MORA",138000000,0,0,138000000,0,0,138000000,0,0,0,0
01-01-02,CAMARA DE REPRESENTANTES,C-0101-1000-2-53105B,C,0101,1000,2,53105B,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,8000000000,0,0,8000000000,0,8000000000,0,8000000000,3600000000,3600000000,3600000000
01-01-02,CAMARA DE REPRESENTANTES,C-0199-1000-7-53105B,C,0199,1000,7,53105B,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,75000000000,0,0,75000000000,0,75000000000,0,75000000000,27440442294,27440442294,27440442294
01-01-02,CAMARA DE REPRESENTANTES,C-0199-1000-9-53105B,C,0199,1000,9,53105B,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,41564383853,0,0,41564383853,0,41564383853,0,2892312023,0,0,0
01-01-02,CAMARA DE REPRESENTANTES,C-0199-1000-10-53105B,C,0199,1000,10,53105B,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,15000000000,0,0,15000000000,0,15000000000,0,0,0,0,0
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-01-01-01,A,01,01,01,,,,,,Nación,10,CSF,SALARIO,81926000000,0,189400000,81736600000,0,81736600000,0,81736600000,26952712615.14,26952712615.14,26952712615.14
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-01-01-02,A,01,01,02,,,,,,Nación,10,CSF,CONTRIBUCIONES INHERENTES A LA NÓMINA,29808000000,0,0,29808000000,0,29808000000,0,29808000000,8105824127.08,8105824127.08,8105824127.08
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-01-01-03,A,01,01,03,,,,,,Nación,10,CSF,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,37386000000,0,0,37386000000,0,37386000000,0,37378355000,13074966921.73,13074966921.73,12766318918.28
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-02,A,02,,,,,,,,Nación,10,CSF,ADQUISICIÓN DE BIENES  Y SERVICIOS,80697000000,0,1600000000,79097000000,0,67346170685.11,11750829314.89,50349125593.29,22600919232.8,22559837732.8,22198921092.71
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-01-051,A,03,03,01,051,,,,,Nación,10,CSF,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ,10256786933,80600000000,0,90856786933,0,74453785280.94,16403001652.06,40567041131,8615204265.73,8615204265.73,8615204265.73
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-01-051,A,03,03,01,051,,,,,Nación,11,CSF,FONDO DE PROGRAMAS ESPECIALES PARA LA PAZ,9200000000,0,0,9200000000,0,7420596732,1779403268,5810863438.44,2500687927.28,2495254413.28,2404359187.76
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-01-052,A,03,03,01,052,,,,,Nación,10,CSF,PLAN DE PROMOCIÓN DE COLOMBIA EN EL EXTERIOR,2069000000,0,0,2069000000,0,0,2069000000,0,0,0,0
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-01-077,A,03,03,01,077,,,,,Nación,10,CSF,"TRANSFERENCIAS PARA LA ESTRATEGIA DE INTERACCIÓN Y DIÁLOGO PERMANENTE ENTRE LAS AUTORIDADES DE ORDEN TERRITORIAL, GOBIERNO NACIONAL Y LOS CIUDADANOS",7573000000,0,0,7573000000,0,7530306666.66,42693333.34,4968608858.66,1245682372,1245682372,1238112648
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-01-089,A,03,03,01,089,,,,,Nación,10,CSF,CENTRO INVESTIGATIVO NO ES HORA DE CALLAR,836000000,0,0,836000000,0,716601400,119398600,654859126,348223032.33,348223032.33,341036016.67
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-04-036,A,03,03,04,036,,,,,Nación,10,CSF,FONDO COLOMBIA EN PAZ (FCP) - DECRETO 691 DE 2017,170497000000,891519649079,0,1062016649079,0,922321500000,139695149079,591427500000,20197120000,20197120000,20197120000
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-03-04-066,A,03,03,04,066,,,,,Nación,10,CSF,FONDO MUJER LIBRE Y PRODUCTIVA. ART. 73 LEY 2294 DE 2023,20000000000,8502000000,0,28502000000,0,28502000000,0,0,0,0,0
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-04-02-012,A,03,04,02,012,,,,,Nación,10,CSF,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),183000000,189400000,0,372400000,0,372400000,0,372400000,115533364,115533364,115533364
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-08-01-002,A,03,08,01,002,,,,,Nación,10,CSF,TRANSFERENCIA CONVENIOS ICETEX,200000000,0,0,200000000,0,200000000,0,200000000,200000000,200000000,200000000
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-10,A,03,10,,,,,,,Nación,10,CSF,SENTENCIAS Y CONCILIACIONES,0,1600000000,0,1600000000,0,1600000000,0,1600000000,1600000000,1600000000,1600000000
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-03-10,A,03,10,,,,,,,Nación,11,CSF,SENTENCIAS Y CONCILIACIONES,800000000,0,0,800000000,0,427766902.85,372233097.15,427766902.85,427766902.85,427766902.85,427766902.85
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-08-01,A,08,01,,,,,,,Nación,10,CSF,IMPUESTOS,406000000,0,0,406000000,0,332225000,73775000,262933000,262933000,262933000,262933000
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-08-03,A,08,03,,,,,,,Nación,10,CSF,TASAS Y DERECHOS ADMINISTRATIVOS,81000000,0,0,81000000,0,51742900,29257100,51742900,51742900,51742900,51742900
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-08-04-01,A,08,04,01,,,,,,Nación,11,SSF,CUOTA DE FISCALIZACIÓN Y AUDITAJE,874000000,0,0,874000000,0,0,874000000,0,0,0,0
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,A-08-04-03,A,08,04,03,,,,,,Nación,10,CSF,CONTRIBUCIÓN NACIONAL DE VALORIZACIÓN,49000000,0,0,49000000,0,0,49000000,0,0,0,0
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0204-1000-7-70506C,C,0204,1000,7,70506C,,,,,Nación,10,CSF,7. ACTORES DIFERENCIALES PARA EL CAMBIO / C. INSTITUCIONES HACIA LA INTERLOCUCIÓN CON PUEBLOS Y COMUNIDADES,16927718376,0,0,16927718376,0,14872403335,2055315041,5671194538.19,1016554189.27,1016554189.27,1002448396.27
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0204-1000-9-20106A,C,0204,1000,9,20106A,,,,,Nación,11,CSF,"2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL / A. PREVENCIÓN Y PROTECCIÓN PARA POBLACIONES VULNERABLES DESDE UN ENFOQUE DIFERENCIAL, COLECTIVO E INDIVIDUAL",13364229202,0,0,13364229202,0,13230422642,133806560,1019668078,451374269.99,451374269.99,420985085.29
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0210-1000-16-600014Z,C,0210,1000,16,600014Z,,,,,Nación,10,CSF,6. PAZ TOTAL E INTEGRAL / 4. SOLUCIÓN AL PROBLEMA DE LAS DROGAS ILÍCITAS / Z. ECI CATATUMBO,0,36212224804,0,36212224804,0,0,36212224804,0,0,0,0
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0210-1000-16-600014,C,0210,1000,16,600014,,,,,Nación,10,CSF,6. PAZ TOTAL E INTEGRAL / 4. SOLUCIÓN AL PROBLEMA DE LAS DROGAS ILÍCITAS,106010040172,0,0,106010040172,0,0,106010040172,0,0,0,0
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0214-1000-2-600030,C,0214,1000,2,600030,,,,,Nación,10,CSF,6. PAZ TOTAL E INTEGRAL / 3. DESESCALAMIENTO DE LA VIOLENCIA,4000000000,0,0,4000000000,0,1623699081,2376300919,0,0,0,0
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0214-1000-3-53105A,C,0214,1000,3,53105A,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / A. LUCHA CONTRA LA CORRUPCIÓN EN LAS ENTIDADES PÚBLICAS NACIONALES Y TERRITORIALES,2000000000,0,0,2000000000,0,1991806275,8193725,1883489900,398650983,397058483,397058483
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0214-1000-4-20109C,C,0214,1000,4,20109C,,,,,Nación,10,CSF,2. SEGURIDAD HUMANA Y JUSTICIA SOCIAL/C. RESPETO A LOS DD.HH. Y AL DIH DESDE UN ENFOQUE DIFERENCIAL,8866176444,0,0,8866176444,0,7966363447,899812997,4321255489,694202544,693302544,681536673
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0214-1000-5-53105B,C,0214,1000,5,53105B,,,,,Nación,14,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,9000000000,0,0,9000000000,0,4857828000,4142172000,2208757554.03,1474908131.17,1474908131.17,1474908131.17
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0299-1000-4-53105B,C,0299,1000,4,53105B,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,3000000000,0,0,3000000000,0,2763402772,236597228,131247720.08,0,0,0
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0299-1000-5-53105B,C,0299,1000,5,53105B,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,1000000000,0,0,1000000000,0,989571000,10429000,128700000,17680000,17680000,17680000
02-01-01,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,C-0299-1000-6-53105B,C,0299,1000,6,53105B,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,4500000000,0,0,4500000000,0,4500000000,0,3306307745,0,0,0
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-01-01-01,A,01,01,01,,,,,,Nación,10,CSF,SALARIO,9263000000,0,0,9263000000,0,9113000000,150000000,3478689153,3478689153,3478689153,3478689153
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-01-01-02,A,01,01,02,,,,,,Nación,10,CSF,CONTRIBUCIONES INHERENTES A LA NÓMINA,3389000000,0,0,3389000000,0,3239000000,150000000,1311579471.25,1311579471.25,1310062571.25,1310062571.25
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-01-01-03,A,01,01,03,,,,,,Nación,10,CSF,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1454000000,0,0,1454000000,0,1155000000,299000000,389889323,389889323,389889323,389889323
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-02,A,02,,,,,,,,Nación,10,CSF,ADQUISICIÓN DE BIENES  Y SERVICIOS,4499000000,0,0,4499000000,0,4080734814.98,418265185.02,3372017914.26,1579521430.93,1578643113.93,1578238575.93
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-03-02-02,A,03,02,02,,,,,,Nación,10,CSF,A ORGANIZACIONES INTERNACIONALES,29583000000,0,0,29583000000,0,29583000000,0,19171436764.67,8293637885.53,8251806673.53,8251806673.53
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-03-04-02-012,A,03,04,02,012,,,,,Nación,10,CSF,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),103000000,0,0,103000000,0,95000000,8000000,19280208,19280208,19280208,19280208
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-08-01,A,08,01,,,,,,,Nación,10,CSF,IMPUESTOS,3000000,0,0,3000000,0,900000,2100000,760000,760000,760000,760000
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",A-08-04-01,A,08,04,01,,,,,,Nación,11,SSF,CUOTA DE FISCALIZACIÓN Y AUDITAJE,528000000,0,0,528000000,0,0,528000000,0,0,0,0
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",C-0208-1000-12-53105B,C,0208,1000,12,53105B,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,1100000000,0,0,1100000000,0,1100000000,0,818718000,152700000,152700000,152700000
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",C-0208-1000-13-803001,C,0208,1000,13,803001,,,,,Nación,10,CSF,8. ESTABILIDAD MACROECONÓMICA / 1. ADMINISTRACIÓN EFICIENTE DE LOS RECURSOS PÚBLICOS,1555000000,0,0,1555000000,0,1555000000,0,661580000,37000000,37000000,37000000
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",C-0208-1000-14-803001,C,0208,1000,14,803001,,,,,Propios,25,CSF,8. ESTABILIDAD MACROECONÓMICA / 1. ADMINISTRACIÓN EFICIENTE DE LOS RECURSOS PÚBLICOS - [DISTRIBUCIÓN PREVIO CONCEPTO  DNP],85681560000,0,12843673000,72837887000,61653565634,11184321366,0,0,0,0,0
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",C-0208-1000-15-803001,C,0208,1000,15,803001,,,,,Propios,25,CSF,8. ESTABILIDAD MACROECONÓMICA / 1. ADMINISTRACIÓN EFICIENTE DE LOS RECURSOS PÚBLICOS,12259000000,0,0,12259000000,0,5979299959,6279700041,2327639746.1,177633504,177633504,177633504
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",C-0208-1000-16-53105B,C,0208,1000,16,53105B,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,945000000,0,0,945000000,0,945000000,0,0,0,0,0
02-09-00,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA ",C-0299-1000-1-53105B,C,0299,1000,1,53105B,,,,,Nación,10,CSF,5. CONVERGENCIA REGIONAL / B. ENTIDADES PÚBLICAS TERRITORIALES Y NACIONALES FORTALECIDAS,900000000,0,0,900000000,0,867416667,32583333,541800000,110333000,110333000,110333000
02-11-00,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,A-01-01-01,A,01,01,01,,,,,,Nación,10,CSF,SALARIO,9711000000,0,0,9711000000,0,9711000000,0,3336894013,3334834346,3334834346,3334834346
02-11-00,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,A-01-01-02,A,01,01,02,,,,,,Nación,10,CSF,CONTRIBUCIONES INHERENTES A LA NÓMINA,3499000000,0,0,3499000000,0,3499000000,0,1135435793,1135435793,1135435793,1135435793
02-11-00,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,A-01-01-03,A,01,01,03,,,,,,Nación,10,CSF,REMUNERACIONES NO CONSTITUTIVAS DE FACTOR SALARIAL,1072000000,0,0,1072000000,0,1072000000,0,334985551,334985551,334985551,334985551
02-11-00,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,A-02,A,02,,,,,,,,Nación,10,CSF,ADQUISICIÓN DE BIENES  Y SERVICIOS,4222000000,0,0,4222000000,0,3551241441.74,670758558.26,2833091116.66,1577952106,1577892106,1577892106
02-11-00,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,A-03-03-01-999,A,03,03,01,999,,,,,Nación,10,CSF,OTRAS TRANSFERENCIAS - DISTRIBUCIÓN PREVIO CONCEPTO DGPPN,37899000000,0,0,37899000000,37899000000,0,0,0,0,0,0
02-11-00,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,A-03-03-04-013,A,03,03,04,013,,,,,Nación,10,CSF,ATENCIÓN DE DESASTRES Y EMERGENCIAS EN EL TERRITORIO NACIONAL -FONDO NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES,650000000000,0,0,650000000000,0,650000000000,0,650000000000,22886425635,22886425635,22886425635
02-11-00,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,A-03-04-02-012,A,03,04,02,012,,,,,Nación,10,CSF,INCAPACIDADES Y LICENCIAS DE MATERNIDAD Y PATERNIDAD (NO DE PENSIONES),24000000,0,0,24000000,0,24000000,0,23397613,23397613,23397613,23397613
02-11-00,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES ,A-08-01,A,08,01,,,,,,,Nación,10,CSF,IMPUESTOS,1000000,0,0,1000000,0,0,1000000,0,0,0,0
